村里別,投開票所別,蔡其昌,蔡其昌_黨籍,林淑芬,林淑芬_黨籍,謝衣鳯,謝衣鳯_黨籍,林岱樺,林岱樺_黨籍,蘇巧慧,蘇巧慧_黨籍,張宏陸,張宏陸_黨籍,何欣純,何欣純_黨籍,邱烽堯,邱烽堯_黨籍,陳愷寧,陳愷寧_黨籍,林金結,林金結_黨籍,廖再興,廖再興_黨籍,賴嘉倫,賴嘉倫_黨籍,陳歐珀,陳歐珀_黨籍,邱志偉,邱志偉_黨籍,魯明哲,魯明哲_黨籍,李彥秀,李彥秀_黨籍,莊競程,莊競程_黨籍,趙正宇,趙正宇_黨籍,柯志恩,柯志恩_黨籍,江啟臣,江啟臣_黨籍,林聲洲,林聲洲_黨籍,吳琪銘,吳琪銘_黨籍,臧汝興,臧汝興_黨籍,張志偉,張志偉_黨籍,賴惠員,賴惠員_黨籍,郭國文,郭國文_黨籍,陳亭妃,陳亭妃_黨籍,吳秉叡,吳秉叡_黨籍,李昆澤,李昆澤_黨籍,林奕華,林奕華_黨籍,許智傑,許智傑_黨籍,賴瑞隆,賴瑞隆_黨籍,蔡沐霖,蔡沐霖_黨籍,李縉穎,李縉穎_黨籍,羅明才,羅明才_黨籍,周武榮,周武榮_黨籍,蔡易餘,蔡易餘_黨籍,謝淑亞,謝淑亞_黨籍,蔣萬安,蔣萬安_黨籍,陳素月,陳素月_黨籍,蔡淑惠,蔡淑惠_黨籍,王定宇,王定宇_黨籍,莊子富,莊子富_黨籍,柯士翎,柯士翎_黨籍,林德福,林德福_黨籍,劉瑞娜,劉瑞娜_黨籍,李欣翰,李欣翰_黨籍,李永萍,李永萍_黨籍,呂國華,呂國華_黨籍,吳志揚,吳志揚_黨籍,林佳瑋,林佳瑋_黨籍,高嘉瑜,高嘉瑜_黨籍,蔣絜安,蔣絜安_黨籍,李中,李中_黨籍,吳達偉,吳達偉_黨籍,江永昌,江永昌_黨籍,楊智淵,楊智淵_黨籍,曾怡晴,曾怡晴_黨籍,胡大剛,胡大剛_黨籍,張依維,張依維_黨籍,呂孫綾,呂孫綾_黨籍,徐志榮,徐志榮_黨籍,楊瓊瓔,楊瓊瓔_黨籍,張廖萬堅,張廖萬堅_黨籍,林昶佐,林昶佐_黨籍,謝佩芬,謝佩芬_黨籍,林杰正,林杰正_黨籍,賴士葆,賴士葆_黨籍,詹宇賢,詹宇賢_黨籍,廖麗娟,廖麗娟_黨籍,賴品妤,賴品妤_黨籍,洪孟楷,洪孟楷_黨籍,邱靖雅,邱靖雅_黨籍,郭新政,郭新政_黨籍,陳明義,陳明義_黨籍,顧吉熙,顧吉熙_黨籍,劉哲嘉,劉哲嘉_黨籍,羅致政,羅致政_黨籍,顏銘緯,顏銘緯_黨籍,張銘祐,張銘祐_黨籍,孫繼正,孫繼正_黨籍,陳榮太,陳榮太_黨籍,張怡,張怡_黨籍,劉世芳,劉世芳_黨籍,張哲偉,張哲偉_黨籍,黃名白,黃名白_黨籍,孟藹倫,孟藹倫_黨籍,李文,李文_黨籍,陳玉珍,陳玉珍_黨籍,馮家芸,馮家芸_黨籍,蘇博廷,蘇博廷_黨籍,林麗容,林麗容_黨籍,謝文卿,謝文卿_黨籍,趙天麟,趙天麟_黨籍,張幸松,張幸松_黨籍,程耀德,程耀德_黨籍,莊貽量,莊貽量_黨籍,陳美雅,陳美雅_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
上寮里,0011,1106,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,46,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,128,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,204,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,986,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,42,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,2512,70,2582,0,2582,916,3498,73.81
下寮里,0012,1612,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,22,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,232,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,300,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,1300,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,34,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,3500,126,3626,0,3626,1254,4880,74.3
南平里,0013,678,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,6,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,74,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,98,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,566,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,16,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,1438,48,1486,0,1486,432,1918,77.48
北平里,0014,418,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,10,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,48,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,74,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,370,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,12,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,932,20,952,0,952,264,1216,78.29
巨埔里,0015,604,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,8,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,96,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,126,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,810,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,24,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,1668,40,1708,0,1708,512,2220,76.94
照門里,0016,852,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,10,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,120,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,88,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,762,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,16,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,1848,36,1884,0,1884,828,2712,69.47
清水里,0017,278,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,8,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,18,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,24,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,298,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,626,8,634,0,634,180,814,77.89
鹿鳴里,0018,394,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,8,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,52,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,54,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,516,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,8,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,1032,24,1056,0,1056,346,1402,75.32
新北里,0019,374,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,8,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,40,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,34,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,402,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,8,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,866,14,880,0,880,258,1138,77.33
東興里,0001,404,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,2,民主進步黨,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,中國國民黨,0,台澎黨,0,民主進步黨,0,台澎黨,0,無黨籍及未經政黨推薦,28,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,民主進步黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,36,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,212,中國國民黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,中國國民黨,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,0,無黨籍及未經政黨推薦,0,親民黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,民主進步黨,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,無黨籍及未經政黨推薦,0,中國國民黨,682,18,700,0,700,194,894,78.3
